"","day","date","daily","line","type","number"
"7561","Saturday",2011-11-26,7455,"green","Boardings",947
"7562","Sunday",2011-11-27,5425.5,"green","Boardings",783
"7563","Monday",2011-11-28,9733.5,"green","Boardings",1414
"7564","Tuesday",2011-11-29,9287,"green","Boardings",1266
"7565","Wednesday",2011-11-30,10557,"green","Boardings",1622
"7566","Thursday",2011-12-01,11149.5,"green","Boardings",1621
"7567","Friday",2011-12-02,12721.5,"green","Boardings",1659
"7568","Saturday",2011-12-03,9746,"green","Boardings",1127
"7569","Sunday",2011-12-04,6825,"green","Boardings",905
"7570","Monday",2011-12-05,10369,"green","Boardings",1529
"7571","Tuesday",2011-12-06,10038,"green","Boardings",1448
"7572","Wednesday",2011-12-07,9593.5,"green","Boardings",1416
"7573","Thursday",2011-12-08,10329.5,"green","Boardings",1367
"7574","Friday",2011-12-09,12596,"green","Boardings",1617
"7575","Saturday",2011-12-10,8827.5,"green","Boardings",1107
"7576","Sunday",2011-12-11,5501.5,"green","Boardings",773
"7577","Monday",2011-12-12,10359,"green","Boardings",1194
"7578","Tuesday",2011-12-13,10433.5,"green","Boardings",1521
"7579","Wednesday",2011-12-14,10697,"green","Boardings",1682
"7580","Thursday",2011-12-15,10797.5,"green","Boardings",1752
"7581","Friday",2011-12-16,12561.5,"green","Boardings",2034
"7582","Saturday",2011-12-17,8400,"green","Boardings",1269
"7583","Sunday",2011-12-18,5308.5,"green","Boardings",813
"7584","Monday",2011-12-19,10649,"green","Boardings",1758
"7585","Tuesday",2011-12-20,10799.5,"green","Boardings",5038
"7586","Wednesday",2011-12-21,10396,"green","Boardings",1679
"7587","Thursday",2011-12-22,10432.5,"green","Boardings",1544
"7588","Friday",2011-12-23,10160.5,"green","Boardings",1512
"7589","Saturday",2011-12-24,4561.5,"green","Boardings",702
"7590","Sunday",2011-12-25,0,"green","Boardings",NA
"7591","Monday",2011-12-26,6689.5,"green","Boardings",1147
"7592","Tuesday",2011-12-27,7886.5,"green","Boardings",1186
"7593","Wednesday",2011-12-28,9804.5,"green","Boardings",1625
"7594","Thursday",2011-12-29,9223.5,"green","Boardings",1460
"7595","Friday",2011-12-30,10709,"green","Boardings",1683
"7596","Saturday",2011-12-31,8711.5,"green","Boardings",1190
"7597","Sunday",2012-01-01,3939.5,"green","Boardings",706
"7598","Monday",2012-01-02,7262,"green","Boardings",1168
"7599","Tuesday",2012-01-03,9765.5,"green","Boardings",1580
"7600","Wednesday",2012-01-04,9525.5,"green","Boardings",1649
"7601","Thursday",2012-01-05,10035.5,"green","Boardings",1685
"7602","Friday",2012-01-06,12341,"green","Boardings",1897
"7603","Saturday",2012-01-07,8454,"green","Boardings",1260
"7604","Sunday",2012-01-08,5101.5,"green","Boardings",942
"7605","Monday",2012-01-09,10614.5,"green","Boardings",1744
"7606","Tuesday",2012-01-10,10795,"green","Boardings",1948
"7607","Wednesday",2012-01-11,10743.5,"green","Boardings",1880
"7608","Thursday",2012-01-12,10769.5,"green","Boardings",1946
"7609","Friday",2012-01-13,11940.5,"green","Boardings",2203
"7610","Saturday",2012-01-14,8205,"green","Boardings",1142
"7611","Sunday",2012-01-15,6347.5,"green","Boardings",1021
"7612","Monday",2012-01-16,7516,"green","Boardings",1246
"7613","Tuesday",2012-01-17,11000.5,"green","Boardings",1870
"7614","Wednesday",2012-01-18,11444,"green","Boardings",1880
"7615","Thursday",2012-01-19,11427.5,"green","Boardings",1980
"7616","Friday",2012-01-20,13090,"green","Boardings",2170
"7617","Saturday",2012-01-21,7569.5,"green","Boardings",1185
"7618","Sunday",2012-01-22,5308.5,"green","Boardings",956
"7619","Monday",2012-01-23,7252.5,"green","Boardings",1731
"7620","Tuesday",2012-01-24,11849,"green","Boardings",2120
"7621","Wednesday",2012-01-25,11987.5,"green","Boardings",1973
"7622","Thursday",2012-01-26,11132,"green","Boardings",1934
"7623","Friday",2012-01-27,13243.5,"green","Boardings",2123
"7624","Saturday",2012-01-28,10497,"green","Boardings",1478
"7625","Sunday",2012-01-29,6716,"green","Boardings",1179
"7626","Monday",2012-01-30,11658,"green","Boardings",1954
"7627","Tuesday",2012-01-31,11976.5,"green","Boardings",2020
"7628","Wednesday",2012-02-01,12130.5,"green","Boardings",2065
"7629","Thursday",2012-02-02,11424,"green","Boardings",1952
"7630","Friday",2012-02-03,13753,"green","Boardings",2135
"7631","Saturday",2012-02-04,8665.5,"green","Boardings",1250
"7632","Sunday",2012-02-05,5851,"green","Boardings",947
"7633","Monday",2012-02-06,10900,"green","Boardings",1827
"7634","Tuesday",2012-02-07,11304,"green","Boardings",1965
"7635","Wednesday",2012-02-08,11349,"green","Boardings",1955
"7636","Thursday",2012-02-09,11697,"green","Boardings",2009
"7637","Friday",2012-02-10,13887,"green","Boardings",2223
"7638","Saturday",2012-02-11,9343.5,"green","Boardings",1337
"7639","Sunday",2012-02-12,5924.5,"green","Boardings",1008
"7640","Monday",2012-02-13,11314.5,"green","Boardings",1952
"7641","Tuesday",2012-02-14,11016,"green","Boardings",1920
"7642","Wednesday",2012-02-15,11861,"green","Boardings",2004
"7643","Thursday",2012-02-16,10822,"green","Boardings",1749
"7644","Friday",2012-02-17,13627.5,"green","Boardings",2273
"7645","Saturday",2012-02-18,9950.5,"green","Boardings",1445
"7646","Sunday",2012-02-19,6544,"green","Boardings",1253
"7647","Monday",2012-02-20,9760,"green","Boardings",1796
"7648","Tuesday",2012-02-21,11677,"green","Boardings",1928
"7649","Wednesday",2012-02-22,11931.5,"green","Boardings",2114
"7650","Thursday",2012-02-23,11236.5,"green","Boardings",1975
"7651","Friday",2012-02-24,12819.5,"green","Boardings",2034
"7652","Saturday",2012-02-25,9600.5,"green","Boardings",1282
"7653","Sunday",2012-02-26,6637.5,"green","Boardings",1163
"7654","Monday",2012-02-27,11241,"green","Boardings",1866
"7655","Tuesday",2012-02-28,11242.5,"green","Boardings",1867
"7656","Wednesday",2012-02-29,9657.5,"green","Boardings",1766
"7657","Thursday",2012-03-01,11785.5,"green","Boardings",2132
"7658","Friday",2012-03-02,12891,"green","Boardings",2177
"7659","Saturday",2012-03-03,10003.5,"green","Boardings",1622
"7660","Sunday",2012-03-04,5946,"green","Boardings",1018
"7661","Monday",2012-03-05,11304,"green","Boardings",2023
"7662","Tuesday",2012-03-06,11433.5,"green","Boardings",2147
"7663","Wednesday",2012-03-07,11805,"green","Boardings",2130
"7664","Thursday",2012-03-08,11905,"green","Boardings",2078
"7665","Friday",2012-03-09,12977.5,"green","Boardings",2156
"7666","Saturday",2012-03-10,9714,"green","Boardings",1437
"7667","Sunday",2012-03-11,4534,"green","Boardings",924
"7668","Monday",2012-03-12,10751,"green","Boardings",1955
"7669","Tuesday",2012-03-13,11697,"green","Boardings",2070
"7670","Wednesday",2012-03-14,12221.5,"green","Boardings",2215
"7671","Thursday",2012-03-15,12047,"green","Boardings",2115
"7672","Friday",2012-03-16,14054.5,"green","Boardings",2285
"7673","Saturday",2012-03-17,13048,"green","Boardings",1834
"7674","Sunday",2012-03-18,6057,"green","Boardings",1079
"7675","Monday",2012-03-19,11858,"green","Boardings",1988
"7676","Tuesday",2012-03-20,11667,"green","Boardings",2025
"7677","Wednesday",2012-03-21,11901,"green","Boardings",2147
"7678","Thursday",2012-03-22,12375,"green","Boardings",2120
"7679","Friday",2012-03-23,15521.5,"green","Boardings",2459
"7680","Saturday",2012-03-24,8672,"green","Boardings",1352
"7681","Sunday",2012-03-25,6508.5,"green","Boardings",1176
"7682","Monday",2012-03-26,12167.5,"green","Boardings",2232
"7683","Tuesday",2012-03-27,11885.5,"green","Boardings",2100
"7684","Wednesday",2012-03-28,12083,"green","Boardings",2197
"7685","Thursday",2012-03-29,12042,"green","Boardings",2076
"7686","Friday",2012-03-30,13671,"green","Boardings",2308
"7687","Saturday",2012-03-31,10095.5,"green","Boardings",1494
"7688","Sunday",2012-04-01,7418.5,"green","Boardings",1176
"7689","Monday",2012-04-02,12543.5,"green","Boardings",2357
"7690","Tuesday",2012-04-03,13027.5,"green","Boardings",2331
"7691","Wednesday",2012-04-04,12635,"green","Boardings",2215
"7692","Thursday",2012-04-05,12090,"green","Boardings",2183
"7693","Friday",2012-04-06,13020,"green","Boardings",1919
"7694","Saturday",2012-04-07,10177,"green","Boardings",1624
"7695","Sunday",2012-04-08,7152.5,"green","Boardings",1218
"7696","Monday",2012-04-09,12864.5,"green","Boardings",2344
"7697","Tuesday",2012-04-10,12300.5,"green","Boardings",2101
"7698","Wednesday",2012-04-11,12848.5,"green","Boardings",2226
"7699","Thursday",2012-04-12,12358.5,"green","Boardings",2111
"7700","Friday",2012-04-13,14331.5,"green","Boardings",2299
"7701","Saturday",2012-04-14,11206.5,"green","Boardings",1947
"7702","Sunday",2012-04-15,7611,"green","Boardings",1345
"7703","Monday",2012-04-16,12854.5,"green","Boardings",2262
"7704","Tuesday",2012-04-17,12553.5,"green","Boardings",2198
"7705","Wednesday",2012-04-18,12069.5,"green","Boardings",2138
"7706","Thursday",2012-04-19,12255,"green","Boardings",2167
"7707","Friday",2012-04-20,14349.5,"green","Boardings",2470
"7708","Saturday",2012-04-21,10946,"green","Boardings",1820
"7709","Sunday",2012-04-22,4844,"green","Boardings",809
"7710","Monday",2012-04-23,11805.5,"green","Boardings",2114
"7711","Tuesday",2012-04-24,12119,"green","Boardings",2091
"7712","Wednesday",2012-04-25,12923.5,"green","Boardings",2315
"7713","Thursday",2012-04-26,12380,"green","Boardings",2251
"7714","Friday",2012-04-27,14784,"green","Boardings",2561
"7715","Saturday",2012-04-28,9500.5,"green","Boardings",1448
"7716","Sunday",2012-04-29,7672,"green","Boardings",1415
"7717","Monday",2012-04-30,11925.5,"green","Boardings",2146
"7718","Tuesday",2012-05-01,12852.5,"green","Boardings",2290
"7719","Wednesday",2012-05-02,12309.5,"green","Boardings",2324
"7720","Thursday",2012-05-03,11762.5,"green","Boardings",2118
"7721","Friday",2012-05-04,14172,"green","Boardings",2421
"7722","Saturday",2012-05-05,11369.5,"green","Boardings",1511
"7723","Sunday",2012-05-06,7171.5,"green","Boardings",1226
"7724","Monday",2012-05-07,12415.5,"green","Boardings",2273
"7725","Tuesday",2012-05-08,12231.5,"green","Boardings",2245
"7726","Wednesday",2012-05-09,12600,"green","Boardings",2118
"7727","Thursday",2012-05-10,12696.5,"green","Boardings",2156
"7728","Friday",2012-05-11,14849,"green","Boardings",2514
"7729","Saturday",2012-05-12,11022,"green","Boardings",1866
"7730","Sunday",2012-05-13,6908,"green","Boardings",1277
"7731","Monday",2012-05-14,11842.5,"green","Boardings",2064
"7732","Tuesday",2012-05-15,12905,"green","Boardings",2158
"7733","Wednesday",2012-05-16,13209,"green","Boardings",2307
"7734","Thursday",2012-05-17,12529.5,"green","Boardings",2266
"7735","Friday",2012-05-18,14512,"green","Boardings",2702
"7736","Saturday",2012-05-19,11105,"green","Boardings",1947
"7737","Sunday",2012-05-20,7969,"green","Boardings",1503
"7738","Monday",2012-05-21,12257,"green","Boardings",2135
"7739","Tuesday",2012-05-22,14285,"green","Boardings",2480
"7740","Wednesday",2012-05-23,13648,"green","Boardings",2405
"7741","Thursday",2012-05-24,13809.5,"green","Boardings",2580
"7742","Friday",2012-05-25,16149.5,"green","Boardings",2693
"7743","Saturday",2012-05-26,10379.5,"green","Boardings",1834
"7744","Sunday",2012-05-27,9133,"green","Boardings",1484
"7745","Monday",2012-05-28,8674.5,"green","Boardings",1883
"7746","Tuesday",2012-05-29,12772,"green","Boardings",2405
"7747","Wednesday",2012-05-30,13168,"green","Boardings",2315
"7748","Thursday",2012-05-31,13285.5,"green","Boardings",2504
"7749","Friday",2012-06-01,13262,"green","Boardings",2347
"7750","Saturday",2012-06-02,11539,"green","Boardings",2000
"7751","Sunday",2012-06-03,7553.5,"green","Boardings",1350
"7752","Monday",2012-06-04,13342.5,"green","Boardings",2406
"7753","Tuesday",2012-06-05,13625.5,"green","Boardings",2409
"7754","Wednesday",2012-06-06,13532,"green","Boardings",2456
"7755","Thursday",2012-06-07,11045,"green","Boardings",2275
"7756","Friday",2012-06-08,16366.5,"green","Boardings",2833
"7757","Saturday",2012-06-09,12897.5,"green","Boardings",1994
"7758","Sunday",2012-06-10,8691.5,"green","Boardings",1457
"7759","Monday",2012-06-11,12532,"green","Boardings",2063
"7760","Tuesday",2012-06-12,13011,"green","Boardings",3774
"7761","Wednesday",2012-06-13,15672.5,"green","Boardings",2756
"7762","Thursday",2012-06-14,17580,"green","Boardings",2699
"7763","Friday",2012-06-15,21951,"green","Boardings",3405
"7764","Saturday",2012-06-16,22074.5,"green","Boardings",3245
"7765","Sunday",2012-06-17,15224.5,"green","Boardings",2219
"7766","Monday",2012-06-18,13967.5,"green","Boardings",2296
"7767","Tuesday",2012-06-19,14775.5,"green","Boardings",2486
"7768","Wednesday",2012-06-20,12913,"green","Boardings",2310
"7769","Thursday",2012-06-21,12643,"green","Boardings",2254
"7770","Friday",2012-06-22,15594.5,"green","Boardings",2540
"7771","Saturday",2012-06-23,12488,"green","Boardings",1894
"7772","Sunday",2012-06-24,8615.5,"green","Boardings",1479
"7773","Monday",2012-06-25,13576,"green","Boardings",2451
"7774","Tuesday",2012-06-26,14090,"green","Boardings",2430
"7775","Wednesday",2012-06-27,14361.5,"green","Boardings",2668
"7776","Thursday",2012-06-28,13895,"green","Boardings",2326
"7777","Friday",2012-06-29,15699.5,"green","Boardings",2338
"7778","Saturday",2012-06-30,11312,"green","Boardings",1573
"7779","Sunday",2012-07-01,7762,"green","Boardings",1380
"7780","Monday",2012-07-02,13982,"green","Boardings",2445
"7781","Tuesday",2012-07-03,14716,"green","Boardings",2492
"7782","Wednesday",2012-07-04,12124,"green","Boardings",2390
"7783","Thursday",2012-07-05,13019.5,"green","Boardings",2120
"7784","Friday",2012-07-06,15783,"green","Boardings",2574
"7785","Saturday",2012-07-07,11211,"green","Boardings",1709
"7786","Sunday",2012-07-08,7601.5,"green","Boardings",1412
"7787","Monday",2012-07-09,13016.5,"green","Boardings",2353
"7788","Tuesday",2012-07-10,13497,"green","Boardings",2362
"7789","Wednesday",2012-07-11,13102.5,"green","Boardings",2582
"7790","Thursday",2012-07-12,13657.5,"green","Boardings",2331
"7791","Friday",2012-07-13,15934,"green","Boardings",2533
"7792","Saturday",2012-07-14,11357,"green","Boardings",2026
"7793","Sunday",2012-07-15,8507.5,"green","Boardings",1380
"7794","Monday",2012-07-16,12348.5,"green","Boardings",2055
"7795","Tuesday",2012-07-17,11394.5,"green","Boardings",2157
"7796","Wednesday",2012-07-18,11696.5,"green","Boardings",1793
"7797","Thursday",2012-07-19,12287,"green","Boardings",2206
"7798","Friday",2012-07-20,12514.5,"green","Boardings",2115
"7799","Saturday",2012-07-21,10230.5,"green","Boardings",1423
"7800","Sunday",2012-07-22,8960,"green","Boardings",872
"7801","Monday",2012-07-23,11776,"green","Boardings",1867
"7802","Tuesday",2012-07-24,13430.5,"green","Boardings",2608
"7803","Wednesday",2012-07-25,13632.5,"green","Boardings",2469
"7804","Thursday",2012-07-26,13255.5,"green","Boardings",2306
"7805","Friday",2012-07-27,15555,"green","Boardings",2789
"7806","Saturday",2012-07-28,12132.5,"green","Boardings",1863
"7807","Sunday",2012-07-29,8636,"green","Boardings",1501
"7808","Monday",2012-07-30,12683,"green","Boardings",1983
"7809","Tuesday",2012-07-31,13118,"green","Boardings",2209
"7810","Wednesday",2012-08-01,13668,"green","Boardings",2423
"7811","Thursday",2012-08-02,12848.5,"green","Boardings",1996
"7812","Friday",2012-08-03,15667.5,"green","Boardings",2413
"7813","Saturday",2012-08-04,11744.5,"green","Boardings",1549
"7814","Sunday",2012-08-05,7184,"green","Boardings",1142
"7815","Monday",2012-08-06,12657,"green","Boardings",2258
"7816","Tuesday",2012-08-07,13102.5,"green","Boardings",2156
"7817","Wednesday",2012-08-08,12489.5,"green","Boardings",2066
"7818","Thursday",2012-08-09,12677,"green","Boardings",1983
"7819","Friday",2012-08-10,14130,"green","Boardings",2600
"7820","Saturday",2012-08-11,11273,"green","Boardings",1732
"7821","Sunday",2012-08-12,7662,"green","Boardings",1436
"7822","Monday",2012-08-13,13103.5,"green","Boardings",2493
"7823","Tuesday",2012-08-14,13329,"green","Boardings",2104
"7824","Wednesday",2012-08-15,13814.5,"green","Boardings",2519
"7825","Thursday",2012-08-16,14299,"green","Boardings",2631
"7826","Friday",2012-08-17,14234,"green","Boardings",2740
"7827","Saturday",2012-08-18,11135.5,"green","Boardings",2036
"7828","Sunday",2012-08-19,6528,"green","Boardings",1319
"7829","Monday",2012-08-20,12293.5,"green","Boardings",2408
"7830","Tuesday",2012-08-21,12899,"green","Boardings",2584
"7831","Wednesday",2012-08-22,13753.5,"green","Boardings",2784
"7832","Thursday",2012-08-23,14615,"green","Boardings",2906
"7833","Friday",2012-08-24,15852,"green","Boardings",2946
"7834","Saturday",2012-08-25,11074.5,"green","Boardings",1808
"7835","Sunday",2012-08-26,6434.5,"green","Boardings",1159
"7836","Monday",2012-08-27,13154.5,"green","Boardings",2046
"7837","Tuesday",2012-08-28,13038.5,"green","Boardings",1958
"7838","Wednesday",2012-08-29,14595.5,"green","Boardings",2651
"7839","Thursday",2012-08-30,9951.5,"green","Boardings",2245
"7840","Friday",2012-08-31,10678,"green","Boardings",2815
"7841","Saturday",2012-09-01,8430,"green","Boardings",2031
"7842","Sunday",2012-09-02,5211,"green","Boardings",1083
"7843","Monday",2012-09-03,5864,"green","Boardings",1445
"7844","Tuesday",2012-09-04,12492,"green","Boardings",2220
"7845","Wednesday",2012-09-05,13596,"green","Boardings",2451
"7846","Thursday",2012-09-06,13202.5,"green","Boardings",2280
"7847","Friday",2012-09-07,16714,"green","Boardings",2722
"7848","Saturday",2012-09-08,12003,"green","Boardings",1887
"7849","Sunday",2012-09-09,8042.5,"green","Boardings",1285
"7850","Monday",2012-09-10,13778,"green","Boardings",2430
"7851","Tuesday",2012-09-11,13536.5,"green","Boardings",2610
"7852","Wednesday",2012-09-12,13871,"green","Boardings",2696
"7853","Thursday",2012-09-13,13591.5,"green","Boardings",2508
"7854","Friday",2012-09-14,15466.5,"green","Boardings",2732
"7855","Saturday",2012-09-15,12687,"green","Boardings",2169
"7856","Sunday",2012-09-16,6988.5,"green","Boardings",1382
"7857","Monday",2012-09-17,12706,"green","Boardings",2467
"7858","Tuesday",2012-09-18,11031.5,"green","Boardings",1994
"7859","Wednesday",2012-09-19,13701.5,"green","Boardings",2614
"7860","Thursday",2012-09-20,13581.5,"green","Boardings",2580
"7861","Friday",2012-09-21,15690.5,"green","Boardings",2766
"7862","Saturday",2012-09-22,11147,"green","Boardings",2120
"7863","Sunday",2012-09-23,8555,"green","Boardings",1510
"7864","Monday",2012-09-24,13839,"green","Boardings",2694
"7865","Tuesday",2012-09-25,13263,"green","Boardings",2472
"7866","Wednesday",2012-09-26,13746.5,"green","Boardings",2600
"7867","Thursday",2012-09-27,14956,"green","Boardings",2765
"7868","Friday",2012-09-28,15937,"green","Boardings",2656
"7869","Saturday",2012-09-29,11717,"green","Boardings",1601
"7870","Sunday",2012-09-30,7938.5,"green","Boardings",1382
"7871","Monday",2012-10-01,13415.5,"green","Boardings",2440
"7872","Tuesday",2012-10-02,11631,"green","Boardings",2006
"7873","Wednesday",2012-10-03,13447.5,"green","Boardings",2291
"7874","Thursday",2012-10-04,13573,"green","Boardings",2537
"7875","Friday",2012-10-05,16125.5,"green","Boardings",2698
"7876","Saturday",2012-10-06,11760,"green","Boardings",1971
"7877","Sunday",2012-10-07,6141.5,"green","Boardings",1064
"7878","Monday",2012-10-08,12141.5,"green","Boardings",2282
"7879","Tuesday",2012-10-09,12750.5,"green","Boardings",2297
"7880","Wednesday",2012-10-10,13687.5,"green","Boardings",2607
"7881","Thursday",2012-10-11,13302.5,"green","Boardings",2524
"7882","Friday",2012-10-12,15335.5,"green","Boardings",2733
"7883","Saturday",2012-10-13,7381,"green","Boardings",1308
"7884","Sunday",2012-10-14,7175.5,"green","Boardings",1269
"7885","Monday",2012-10-15,12460.5,"green","Boardings",2401
"7886","Tuesday",2012-10-16,12044,"green","Boardings",2033
"7887","Wednesday",2012-10-17,13466.5,"green","Boardings",2368
"7888","Thursday",2012-10-18,13491.5,"green","Boardings",2361
"7889","Friday",2012-10-19,14318.5,"green","Boardings",2672
"7890","Saturday",2012-10-20,11249.5,"green","Boardings",1853
"7891","Sunday",2012-10-21,6962,"green","Boardings",1387
"7892","Monday",2012-10-22,13003.5,"green","Boardings",2428
"7893","Tuesday",2012-10-23,13379,"green","Boardings",2500
"7894","Wednesday",2012-10-24,13522,"green","Boardings",2533
"7895","Thursday",2012-10-25,13159.5,"green","Boardings",2283
"7896","Friday",2012-10-26,14401.5,"green","Boardings",2614
"7897","Saturday",2012-10-27,11616,"green","Boardings",2104
"7898","Sunday",2012-10-28,5693.5,"green","Boardings",978
"7899","Monday",2012-10-29,NA,"green","Boardings",0
"7900","Tuesday",2012-10-30,NA,"green","Boardings",0
"7901","Wednesday",2012-10-31,NA,"green","Boardings",2439
"7902","Thursday",2012-11-01,NA,"green","Boardings",2309
"7903","Friday",2012-11-02,NA,"green","Boardings",2650
"7904","Saturday",2012-11-03,NA,"green","Boardings",1635
"7905","Sunday",2012-11-04,NA,"green","Boardings",1093
"7906","Monday",2012-11-05,NA,"green","Boardings",2255
"7907","Tuesday",2012-11-06,NA,"green","Boardings",1907
"7908","Wednesday",2012-11-07,NA,"green","Boardings",2266
"7909","Thursday",2012-11-08,NA,"green","Boardings",2220
"7910","Friday",2012-11-09,NA,"green","Boardings",2794
"7911","Saturday",2012-11-10,NA,"green","Boardings",1727
"7912","Sunday",2012-11-11,NA,"green","Boardings",1089
"7913","Monday",2012-11-12,NA,"green","Boardings",2312
"7914","Tuesday",2012-11-13,NA,"green","Boardings",2264
"7915","Wednesday",2012-11-14,NA,"green","Boardings",2252
"7916","Thursday",2012-11-15,NA,"green","Boardings",2433
"7917","Friday",2012-11-16,NA,"green","Boardings",2517
"7918","Saturday",2012-11-17,NA,"green","Boardings",1418
"7919","Sunday",2012-11-18,NA,"green","Boardings",1037
"7920","Monday",2012-11-19,NA,"green","Boardings",2272
"7921","Tuesday",2012-11-20,NA,"green","Boardings",2014
"7922","Wednesday",2012-11-21,NA,"green","Boardings",2195
"7923","Thursday",2012-11-22,NA,"green","Boardings",0
"7924","Friday",2012-11-23,NA,"green","Boardings",1756
"7925","Saturday",2012-11-24,NA,"green","Boardings",1260
"7926","Sunday",2012-11-25,NA,"green","Boardings",1002
"7927","Monday",2012-11-26,NA,"green","Boardings",2094
"7928","Tuesday",2012-11-27,NA,"green","Boardings",1923
"7929","Wednesday",2012-11-28,NA,"green","Boardings",2426
"7930","Thursday",2012-11-29,NA,"green","Boardings",2014
"7931","Friday",2012-11-30,NA,"green","Boardings",2559
"7932","Saturday",2012-12-01,NA,"green","Boardings",1830
"7933","Sunday",2012-12-02,NA,"green","Boardings",1176
"7934","Monday",2012-12-03,NA,"green","Boardings",1971
"7935","Tuesday",2012-12-04,NA,"green","Boardings",2235
"7936","Wednesday",2012-12-05,NA,"green","Boardings",2190
"7937","Thursday",2012-12-06,NA,"green","Boardings",2394
"7938","Friday",2012-12-07,NA,"green","Boardings",2301
"7939","Saturday",2012-12-08,NA,"green","Boardings",1954
"7940","Sunday",2012-12-09,NA,"green","Boardings",1008
"7941","Monday",2012-12-10,NA,"green","Boardings",2068
"7942","Tuesday",2012-12-11,NA,"green","Boardings",2225
"7943","Wednesday",2012-12-12,NA,"green","Boardings",2474
"7944","Thursday",2012-12-13,NA,"green","Boardings",2354
"7945","Friday",2012-12-14,NA,"green","Boardings",2403
"7946","Saturday",2012-12-15,NA,"green","Boardings",1590
"7947","Sunday",2012-12-16,NA,"green","Boardings",1124
"7948","Monday",2012-12-17,NA,"green","Boardings",2065
"7949","Tuesday",2012-12-18,NA,"green","Boardings",2399
"7950","Wednesday",2012-12-19,NA,"green","Boardings",2275
"7951","Thursday",2012-12-20,NA,"green","Boardings",2010
"7952","Friday",2012-12-21,NA,"green","Boardings",2198
"7953","Saturday",2012-12-22,NA,"green","Boardings",1385
"7954","Sunday",2012-12-23,NA,"green","Boardings",976
"7955","Monday",2012-12-24,NA,"green","Boardings",1033
"7956","Tuesday",2012-12-25,NA,"green","Boardings",NA
"7957","Wednesday",2012-12-26,NA,"green","Boardings",1147
"7958","Thursday",2012-12-27,NA,"green","Boardings",1817
"7959","Friday",2012-12-28,NA,"green","Boardings",1974
"7960","Saturday",2012-12-29,NA,"green","Boardings",1327
"7961","Sunday",2012-12-30,NA,"green","Boardings",997
"7962","Monday",2012-12-31,NA,"green","Boardings",1925
"7963","Tuesday",2013-01-01,NA,"green","Boardings",982
"7964","Wednesday",2013-01-02,NA,"green","Boardings",1978
"7965","Thursday",2013-01-03,NA,"green","Boardings",2164
"7966","Friday",2013-01-04,NA,"green","Boardings",2184
"7967","Saturday",2013-01-05,NA,"green","Boardings",1216
"7968","Sunday",2013-01-06,NA,"green","Boardings",929
"7969","Monday",2013-01-07,NA,"green","Boardings",2147
"7970","Tuesday",2013-01-08,NA,"green","Boardings",2233
"7971","Wednesday",2013-01-09,NA,"green","Boardings",2174
"7972","Thursday",2013-01-10,NA,"green","Boardings",2192
"7973","Friday",2013-01-11,NA,"green","Boardings",2123
"7974","Saturday",2013-01-12,NA,"green","Boardings",1616
"7975","Sunday",2013-01-13,NA,"green","Boardings",1215
"7976","Monday",2013-01-14,NA,"green","Boardings",2168
"7977","Tuesday",2013-01-15,NA,"green","Boardings",2277
"7978","Wednesday",2013-01-16,NA,"green","Boardings",2299
"7979","Thursday",2013-01-17,NA,"green","Boardings",2236
"7980","Friday",2013-01-18,NA,"green","Boardings",2209
"7981","Saturday",2013-01-19,NA,"green","Boardings",1656
"7982","Sunday",2013-01-20,NA,"green","Boardings",1248
"7983","Monday",2013-01-21,NA,"green","Boardings",1621
"7984","Tuesday",2013-01-22,NA,"green","Boardings",2195
"7985","Wednesday",2013-01-23,NA,"green","Boardings",2247
"7986","Thursday",2013-01-24,NA,"green","Boardings",2177
"7987","Friday",2013-01-25,NA,"green","Boardings",2300
"7988","Saturday",2013-01-26,NA,"green","Boardings",1246
"7989","Sunday",2013-01-27,NA,"green","Boardings",1353
"7990","Monday",2013-01-28,NA,"green","Boardings",2216
"7991","Tuesday",2013-01-29,NA,"green","Boardings",2345
"7992","Wednesday",2013-01-30,NA,"green","Boardings",2418
"7993","Thursday",2013-01-31,NA,"green","Boardings",2379
"7994","Friday",2013-02-01,NA,"green","Boardings",2465
"7995","Saturday",2013-02-02,NA,"green","Boardings",1478
"7996","Sunday",2013-02-03,NA,"green","Boardings",928
"7997","Monday",2013-02-04,NA,"green","Boardings",2211
"7998","Tuesday",2013-02-05,NA,"green","Boardings",2439
"7999","Wednesday",2013-02-06,NA,"green","Boardings",2271
"8000","Thursday",2013-02-07,NA,"green","Boardings",2245
"8001","Friday",2013-02-08,NA,"green","Boardings",2043
"8002","Saturday",2013-02-09,NA,"green","Boardings",1529
"8003","Sunday",2013-02-10,NA,"green","Boardings",1286
"8004","Monday",2013-02-11,NA,"green","Boardings",2086
"8005","Tuesday",2013-02-12,NA,"green","Boardings",2254
"8006","Wednesday",2013-02-13,NA,"green","Boardings",2299
"8007","Thursday",2013-02-14,NA,"green","Boardings",2325
"8008","Friday",2013-02-15,NA,"green","Boardings",2784
"8009","Saturday",2013-02-16,NA,"green","Boardings",1408
"8010","Sunday",2013-02-17,NA,"green","Boardings",1347
"8011","Monday",2013-02-18,NA,"green","Boardings",2002
"8012","Tuesday",2013-02-19,NA,"green","Boardings",2056
"8013","Wednesday",2013-02-20,NA,"green","Boardings",2218
"8014","Thursday",2013-02-21,NA,"green","Boardings",2432
"8015","Friday",2013-02-22,NA,"green","Boardings",2256
